1	polygon	blue.png	0000FF
2	changing	red.png	FF0000
3	unknown	green.png	00FF00
4	other	yellow.png	FFFF00
5	round	orange.png	F6358A
6	triangle	purple.png	8000FF
7	light	star.png	00FFFF
